98219,98219,98219,98219,98219,98219
101069,101069,101069,101069,101069,101069
104015,104015,104015,104015,104015,104015
108825,108825,108825,108825,108825,108825
113880,113880,113880,113880,113880,113880
116272,116272,116272,116272,116272,116272
117676,117676,117676,117676,117676,117676
117661,117661,117661,117661,117661,117661
