965535,965535,965535,965535,965535,965535
983065,983065,983065,983065,983065,983065
1003963,1003963,1003963,1003963,1003963,1003963
1037021,1037021,1037021,1037021,1037021,1037021
1069671,1069671,1069671,1069671,1069671,1069671
1089479,1089479,1089479,1089479,1089479,1089479
1103974,1103974,1103974,1103974,1103974,1103974
1104159,1104159,1104159,1104159,1104159,1104159
