87509,87509,87509,87509,87509,87509
88188,88188,88188,88188,88188,88188
89239,89239,89239,89239,89239,89239
92310,92310,92310,92310,92310,92310
93485,93485,93485,93485,93485,93485
91072,91072,91072,91072,91072,91072
93040,93040,93040,93040,93040,93040
93566,93566,93566,93566,93566,93566
