90488,90488,90488,90488,90488,90488
94456,94456,94456,94456,94456,94456
98790,98790,98790,98790,98790,98790
105019,105019,105019,105019,105019,105019
112495,112495,112495,112495,112495,112495
118644,118644,118644,118644,118644,118644
121280,121280,121280,121280,121280,121280
121693,121693,121693,121693,121693,121693
