69349,69349,69349,69349,69349,69349
72409,72409,72409,72409,72409,72409
75593,75593,75593,75593,75593,75593
79483,79483,79483,79483,79483,79483
83845,83845,83845,83845,83845,83845
88997,88997,88997,88997,88997,88997
93289,93289,93289,93289,93289,93289
96963,96963,96963,96963,96963,96963
