81775,81775,81775,81775,81775,81775
85928,85928,85928,85928,85928,85928
90656,90656,90656,90656,90656,90656
96342,96342,96342,96342,96342,96342
103347,103347,103347,103347,103347,103347
109790,109790,109790,109790,109790,109790
113341,113341,113341,113341,113341,113341
115183,115183,115183,115183,115183,115183
