1.20806273569652e-07,5.40417618720511e-08,2.46032061749554e-08,9.19449631607169e-08,5.1739144346422e-08,8.3272040802846e-08,4.71235110331008e-08,2.17835002715548e-08,2.1899727445428e-08,4.42493368140708e-08,2.21433217084367e-08,4.21105631893466e-08,1.93049470017474e-08,2.03611630493776e-08,1.44613961623473e-08,1.98346362055083e-08,2.23179091031485e-08,1.95945441028254e-08,1.84126832603566e-08,1.30285920223991e-08,1.09062676301722e-08,2.01682992144559e-08,1.4463193164258e-08,2.13443139497041e-08,1.17642349651506e-08,9.79574861863432e-09,7.70485026872691e-09,1.28464035830392e-08,1.03088237883266e-08,1.30932905308886e-08,8.90911169127429e-09,7.00238110669766e-09,5.883990021504e-09,9.20156306928228e-09,7.15198281790685e-09,9.71939407186018e-09,5.99382725253112e-09,4.73106716942196e-09,5.00071297657321e-09,6.28139924270703e-09,6.47637870609936e-09,7.57017854957738e-09,4.62035709756032e-09,4.47520946131704e-09,5.16551027085322e-09,6.01077169459952e-09,6.42601786532076e-09,7.58428548296753e-09,1.04800693256674e-07,4.3287050231518e-08,2.27189775319316e-08,7.98690818955005e-08,4.11142111178342e-08,7.17434108075532e-08,3.76899534006701e-08,2.00444975627258e-08,1.96526027823055e-08,3.54727318125102e-08,1.909547631155e-08,3.2518678116667e-08,1.77224563169099e-08,1.82001842488679e-08,1.24579413236074e-08,1.6621100276213e-08,2.03189343035488e-08,1.66827073555893e-08,1.63000011232057e-08,1.11108275306277e-08,8.17780326789711e-09,1.83150597166449e-08,1.08043830402586e-08,1.7827115547503e-08,9.8793439254222e-09,7.14471645518034e-09,6.2790247902893e-09,9.6335759778795e-09,8.58305293419061e-09,1.13763521972269e-08,6.35812507902284e-09,5.66955672833313e-09,4.59440649729081e-09,7.39146141082341e-09,5.96588458840349e-09,8.02371736051999e-09,4.97791347393008e-09,3.91215684083048e-09,3.99019947997888e-09,5.25664730527219e-09,5.63625651986036e-09,6.1395004063812e-09,3.63818236708555e-09,3.47767499153919e-09,4.13208823558437e-09,5.10588249595491e-09,5.08344051893895e-09,6.09852109711172e-09
5.40417618720511e-08,2.14192521192005e-07,5.83865383035225e-08,9.88628751526799e-08,1.8348791175669e-07,7.97450688038698e-08,1.82288976312711e-07,5.01641029798907e-08,2.37494769247227e-08,1.5482609671152e-07,4.33628617873296e-08,1.40935762632885e-07,4.37307102251037e-08,2.07911256816752e-08,2.70903611166445e-08,3.74876196815322e-08,2.41677462030764e-08,3.66699255963819e-08,1.81014611642782e-08,2.38868425438504e-08,1.77383935960921e-08,2.06313114302948e-08,2.86945930500796e-08,2.31669411516052e-08,2.17347687003757e-08,1.60945128540847e-08,1.20172609196709e-08,2.58300977604177e-08,1.66781165849824e-08,2.60094552648565e-08,1.50387049760676e-08,1.11221927264176e-08,1.07952047366742e-08,1.52680278769096e-08,1.28544219135833e-08,1.7043047084852e-08,9.84637753081122e-09,9.22651402027823e-09,8.13636364317285e-09,1.12167519363695e-08,1.16306541743095e-08,1.3181129189937e-08,8.73408574922909e-09,7.58697944133973e-09,8.14283405032769e-09,1.09956259309871e-08,1.04265811147374e-08,1.33226219259992e-08,4.72276545616606e-08,1.45036907009423e-07,5.08268006943083e-08,8.8342723763432e-08,1.13892972626178e-07,6.86571404316778e-08,1.2430603810041e-07,4.34430700431095e-08,2.12447469229034e-08,9.64302528768604e-08,3.66881879188817e-08,8.30748782770673e-08,3.86169493610514e-08,1.87330264580788e-08,2.6197549325338e-08,3.19250143118947e-08,2.20876912859604e-08,3.00706831198647e-08,1.57980953950009e-08,2.32757171007667e-08,1.4839785242545e-08,1.85312430388787e-08,2.66330969141366e-08,2.19478650182595e-08,2.07299651274742e-08,1.33122966014687e-08,9.33695058851666e-09,2.38963991087583e-08,1.36517333688059e-08,2.49034515693223e-08,1.23065363414844e-08,8.50738617118873e-09,8.76056633897163e-09,1.23256258780279e-08,1.03439789860455e-08,1.45163758887617e-08,7.50140580019353e-09,7.33861180805136e-09,6.41591413278132e-09,8.89594965153793e-09,9.03411439824404e-09,9.87274564550029e-09,6.82497291972624e-09,5.93757627419735e-09,7.02932931876829e-09,8.50584432717428e-09,9.39297815517533e-09,1.12640413071412e-08
2.46032061749554e-08,5.83865383035225e-08,1.32645360043143e-07,4.6002805428554e-08,1.08519571125562e-07,8.58980595142018e-08,5.01834091736293e-08,1.125933028505e-07,4.93159767705589e-08,9.10136498686741e-08,8.95226431544556e-08,7.38808574846094e-08,1.00022951008268e-07,4.39389252423449e-08,2.22207162552815e-08,7.92947358538063e-08,4.06685360170108e-08,7.13263888002738e-08,3.88205753049702e-08,1.95199827055529e-08,1.74240639066966e-08,3.56841646472874e-08,1.95715756893686e-08,3.39769179394221e-08,1.75122263490588e-08,1.61188710633125e-08,1.10210536414228e-08,1.78294462429185e-08,1.73437334549212e-08,1.74365381785421e-08,1.49351740584801e-08,1.00325251574934e-08,8.29946960911213e-09,1.58762150006802e-08,1.0880772924842e-08,1.71950667523789e-08,8.32691702034882e-09,7.01905370164539e-09,6.76893679102491e-09,9.22663036983125e-09,8.69817611542634e-09,1.04742554516033e-08,7.03188524775408e-09,6.93291038624746e-09,6.77521372848219e-09,9.25260645212393e-09,7.62744229541257e-09,9.76335005317525e-09,1.86411761951039e-08,4.79947189524955e-08,1.10994653705483e-07,3.93713632420538e-08,8.73418729794701e-08,7.16689461336606e-08,4.17696367915199e-08,9.64413025300493e-08,4.39459186350153e-08,7.43873336943559e-08,7.7615730856272e-08,6.03967453458878e-08,8.6291255992712e-08,3.91776214794647e-08,1.79630072833808e-08,6.92929098783141e-08,3.4957885153405e-08,6.05271850700135e-08,3.38694620954815e-08,1.56333540805279e-08,1.33827397495517e-08,3.07032201246519e-08,1.66096367580396e-08,2.95787510906293e-08,1.38717630716223e-08,1.22399845223409e-08,8.98344428758185e-09,1.50859988958981e-08,1.37237872564853e-08,1.46130590779442e-08,1.12558849740385e-08,8.1060896465124e-09,7.57112879974633e-09,1.2646960621389e-08,9.13964833546268e-09,1.4328032105922e-08,6.73025450184203e-09,6.42110478335881e-09,6.25540164111624e-09,7.42925352461038e-09,7.64451058381879e-09,8.76686657560149e-09,6.30868780135507e-09,5.99348490367967e-09,5.47166177888419e-09,7.66286766199285e-09,6.75775388673913e-09,8.36899497284555e-09
9.19449631607169e-08,9.88628751526799e-08,4.6002805428554e-08,1.52138271012155e-07,7.83544763084562e-08,1.19323456802048e-07,8.5528603164031e-08,3.93656620332802e-08,2.19751870119568e-08,6.73976759222285e-08,3.53440176929422e-08,5.93651216617753e-08,3.43453743848684e-08,1.94275038268611e-08,2.40031074309895e-08,3.07415922553988e-08,2.19134094370138e-08,3.04586849102251e-08,1.73125288818785e-08,2.11482867881364e-08,1.40033831395192e-08,1.93636955815329e-08,2.47397664073052e-08,2.07391131684211e-08,1.92973713563602e-08,1.26277281809415e-08,1.01866598121084e-08,2.23016176561073e-08,1.34945453760274e-08,2.33869614887837e-08,1.15935668521616e-08,9.2590018160165e-09,8.57543456288271e-09,1.20939523562495e-08,1.00987252618066e-08,1.32898955621301e-08,8.05321101174429e-09,7.17417743277128e-09,6.50873943012341e-09,8.89470073537487e-09,9.16940952068523e-09,1.08348598917018e-08,6.79409718377207e-09,6.12417211229563e-09,6.31004174170373e-09,8.67020514683111e-09,7.9663242587763e-09,9.62298282847856e-09,7.93175838108981e-08,8.24138552915356e-08,4.11133280501172e-08,1.32722278417421e-07,6.29005801787776e-08,1.01889219946444e-07,7.11269965617068e-08,3.50431758020211e-08,1.8701082663736e-08,5.35966277356784e-08,3.01890358580964e-08,4.68131066492947e-08,3.0736625133625e-08,1.6415753968784e-08,2.07682816502611e-08,2.58987435111461e-08,1.88923432569205e-08,2.5754532135912e-08,1.46777163742917e-08,1.86285630349876e-08,1.07601894990692e-08,1.69020197430923e-08,2.06270233786743e-08,1.77478063330279e-08,1.66132836550854e-08,9.60997545579059e-09,8.62778934674768e-09,1.85678692133917e-08,1.07790871179228e-08,2.04540907649947e-08,8.70266538177435e-09,7.899640643745e-09,6.75031627614727e-09,9.53487692354084e-09,8.45510340192781e-09,1.05503127295782e-08,6.82880396206527e-09,5.73023821264505e-09,5.38025394029829e-09,7.32808180290089e-09,7.51206254468454e-09,8.48996905251505e-09,5.18015622831356e-09,4.87374934630586e-09,5.19694486184241e-09,6.93673083610774e-09,6.77203147221173e-09,8.04064721380189e-09
5.1739144346422e-08,1.8348791175669e-07,1.08519571125562e-07,7.83544763084562e-08,2.69339530716942e-07,1.29266349330621e-07,1.54858386631142e-07,9.10041362041506e-08,4.38585663597207e-08,2.23975815641578e-07,7.14778687697275e-08,1.91607666211014e-07,7.99365071257546e-08,3.8545135122275e-08,2.48684719937732e-08,6.23018688864025e-08,3.80618831992865e-08,5.72675716715185e-08,3.37047892128282e-08,2.16355490175151e-08,2.37381403787937e-08,3.26802703950502e-08,2.47070312955907e-08,3.34716758484453e-08,1.92118277529995e-08,2.15921094119692e-08,1.53133550809785e-08,2.21716975992145e-08,2.37879944192843e-08,2.22851400311885e-08,2.00396996728091e-08,1.41313295395216e-08,1.29752031583318e-08,2.17882534744476e-08,1.64225356162049e-08,2.4282919425629e-08,1.24350686145847e-08,1.07649760546603e-08,9.77140776207124e-09,1.4079306631199e-08,1.40133231960254e-08,1.62493431609897e-08,1.04384264242747e-08,9.18812538507125e-09,9.78294911360333e-09,1.36877985584843e-08,1.19839008044919e-08,1.59343939142374e-08,4.48956941879716e-08,1.17782252224318e-07,8.92016133107788e-08,6.88696521353106e-08,1.74253059469594e-07,1.09606342886471e-07,9.96505436053894e-08,7.74915091021319e-08,3.65740920060161e-08,1.46832607724561e-07,5.94950734431529e-08,1.19098042248387e-07,6.89997293279858e-08,3.24143178307763e-08,2.06511176914019e-08,5.24190909279651e-08,3.26390233564479e-08,4.75477465967802e-08,2.80930389861073e-08,1.77737595355903e-08,1.99105415514132e-08,2.82136823386255e-08,2.13206321620108e-08,3.0743607051793e-08,1.54922602170548e-08,1.78037176533598e-08,1.24775166715108e-08,1.90789278924066e-08,1.98331806857722e-08,1.85657670822335e-08,1.61809058768247e-08,1.13723426743381e-08,1.15291062356828e-08,1.77798835884973e-08,1.39238548767387e-08,2.04040435472084e-08,9.95165521073576e-09,9.65548115749473e-09,7.84651818550191e-09,1.17235754094978e-08,1.18070435656418e-08,1.32325682239032e-08,9.11201412504627e-09,7.16870430498661e-09,8.4704095409931e-09,1.11986143660616e-08,1.0373341160196e-08,1.34392481752726e-08
8.3272040802846e-08,7.97450688038698e-08,8.58980595142018e-08,1.19323456802048e-07,1.29266349330621e-07,1.80528660260502e-07,6.88800683332434e-08,7.22868004329956e-08,3.79340339331953e-08,1.09617652359896e-07,5.67663687299105e-08,9.02337368060452e-08,6.35918060002386e-08,3.32980540748687e-08,2.09665996228982e-08,4.9562849812777e-08,3.27228463675551e-08,4.5403201623576e-08,2.95118773063292e-08,1.84826004112732e-08,1.96781759080807e-08,2.91112444383715e-08,2.01081710479437e-08,2.87977204362731e-08,1.63601367727433e-08,1.79584991042708e-08,1.23192150900202e-08,1.79457973731997e-08,1.97385980418664e-08,1.80576549411376e-08,1.65168782069339e-08,1.128489828483e-08,9.9483033075658e-09,1.78806695076278e-08,1.23733410044389e-08,1.96364685464689e-08,9.49861148279806e-09,8.1755478094752e-09,7.56101286956502e-09,1.07665588104492e-08,1.05474634355714e-08,1.27189228114976e-08,8.0278413034394e-09,7.46085499265321e-09,7.28620059850426e-09,1.05336495483069e-08,9.14229005829002e-09,1.14895384856105e-08,7.26121152136891e-08,6.41172505646308e-08,7.14225462524474e-08,1.03319060596418e-07,1.03632585450127e-07,1.5165923953103e-07,5.53022820829911e-08,6.23379804370103e-08,3.179020537362e-08,8.91540072661279e-08,4.7297805424044e-08,7.05871616251931e-08,5.48766552622747e-08,2.7987315144737e-08,1.75431977061691e-08,4.13169187341217e-08,2.81693428314196e-08,3.8093277012572e-08,2.46106237596307e-08,1.53787736636417e-08,1.52006888014403e-08,2.50205685809817e-08,1.6952797531144e-08,2.54994276976593e-08,1.34506436901618e-08,1.37439509720381e-08,1.05030845372084e-08,1.52460589115305e-08,1.58064602101937e-08,1.50876549025909e-08,1.24102815060471e-08,9.57265756897237e-09,8.71338057699649e-09,1.4171974859599e-08,1.05302224893786e-08,1.58332635537132e-08,7.95258612973685e-09,7.40552494289712e-09,6.61708136463276e-09,8.94665201729272e-09,9.25537133574986e-09,9.97616486950896e-09,7.01179620228022e-09,6.32068951584051e-09,6.14989626049903e-09,8.95487008294895e-09,8.16563688211316e-09,9.78346093015102e-09
4.71235110331008e-08,1.82288976312711e-07,5.01834091736293e-08,8.5528603164031e-08,1.54858386631142e-07,6.88800683332434e-08,2.33300012826172e-07,6.13504722968822e-08,2.85498665924704e-08,2.01091156055184e-07,5.37970311879169e-08,1.83653939035907e-07,5.39983195457518e-08,2.49285965187092e-08,3.09047604234681e-08,4.69531039954159e-08,2.86277028085032e-08,4.60698144460068e-08,2.19850271799098e-08,2.74100219157822e-08,1.88301472593228e-08,2.4823734910129e-08,3.1332860732781e-08,2.66106797306895e-08,2.50577965573132e-08,1.7075032340874e-08,1.37051840527116e-08,2.83646663522239e-08,1.84424186376689e-08,2.90150892380848e-08,1.5867104815644e-08,1.2383684395199e-08,1.17109245152537e-08,1.6743536122409e-08,1.39885965927588e-08,1.8343885546202e-08,1.08618151969377e-08,1.00485445873931e-08,8.82877241925517e-09,1.2214259377023e-08,1.29398190066498e-08,1.44328184653387e-08,9.16499391017923e-09,7.98967473451586e-09,8.71014455742116e-09,1.1731588793938e-08,1.08617267977961e-08,1.39844637838237e-08,4.13148798949657e-08,1.24276431763387e-07,4.34338844485819e-08,7.54629287315327e-08,9.64079266736659e-08,5.87726220562735e-08,1.66531781565887e-07,5.34761878551539e-08,2.48085618417906e-08,1.34651967221123e-07,4.50596564718138e-08,1.18626595791222e-07,4.76306970629218e-08,2.18027916146854e-08,2.88284647213628e-08,3.94935997503002e-08,2.61552710629634e-08,3.91853829223104e-08,1.84812526661858e-08,2.56575069138867e-08,1.58575360507629e-08,2.24357382896433e-08,2.8680388605998e-08,2.45496746451202e-08,2.32426169760685e-08,1.41253616459105e-08,1.07430918162277e-08,2.59512140279223e-08,1.51910621598426e-08,2.74564786653784e-08,1.30133733206987e-08,9.41009654663687e-09,9.37688175581365e-09,1.35707547610238e-08,1.1348757218812e-08,1.5302275702891e-08,8.28090832886131e-09,7.97020970694717e-09,6.91176243762073e-09,9.78919783174333e-09,1.05635606030833e-08,1.12332060415851e-08,7.19094569574091e-09,6.19448887894374e-09,7.527503271607e-09,9.66665863338927e-09,9.44823083469827e-09,1.22121971190059e-08
2.17835002715548e-08,5.01641029798907e-08,1.125933028505e-07,3.93656620332802e-08,9.10041362041506e-08,7.22868004329956e-08,6.13504722968822e-08,1.29835713177819e-07,5.61190248316529e-08,1.09441680309693e-07,1.03209233276852e-07,8.93914870608235e-08,1.15523144746708e-07,4.99095027287987e-08,2.45573748730549e-08,9.15567531196473e-08,4.53051018920901e-08,8.16761983410477e-08,4.40589066014853e-08,2.16890843164954e-08,1.94357236224972e-08,3.98347136027197e-08,2.13483013974427e-08,3.77112938090237e-08,1.92223294266327e-08,1.76883888593363e-08,1.23669896972738e-08,1.91807380452867e-08,1.94697749971435e-08,1.90730021422397e-08,1.63414147446416e-08,1.10947658216822e-08,9.23053267300245e-09,1.77238514722169e-08,1.18580007041041e-08,1.91034747130874e-08,9.14615666247507e-09,7.8815843962813e-09,8.1026879505616e-09,1.00522135230662e-08,1.04282430019147e-08,1.21066671044911e-08,6.85776715450361e-09,6.98453734819023e-09,7.34138726090855e-09,9.02379962235509e-09,7.52793152081607e-09,9.65177877829463e-09,1.69722164217763e-08,4.17441715970092e-08,9.64320008666559e-08,3.40190875711726e-08,7.43621722263654e-08,6.2149123645338e-08,5.15855572793083e-08,1.10187854364661e-07,5.02567039767028e-08,8.89901138709189e-08,8.83393027686438e-08,7.25637733180565e-08,9.85956176615591e-08,4.44809517068852e-08,2.05309411047831e-08,7.85734152908911e-08,3.98047435558444e-08,6.94424334445319e-08,3.82010362277298e-08,1.77602462211711e-08,1.5302268208023e-08,3.47177565350507e-08,1.83876335300141e-08,3.28131673850292e-08,1.55147396209381e-08,1.35889153005412e-08,1.01193166139391e-08,1.65307526552365e-08,1.54559494771288e-08,1.62542800965439e-08,1.24618970374622e-08,8.9352497190245e-09,8.26995347808489e-09,1.4175237373847e-08,1.00992542017935e-08,1.58089811318932e-08,7.42073824213911e-09,7.11275484788525e-09,7.1397943111584e-09,8.3407250661621e-09,9.22081613728456e-09,1.01299125591387e-08,6.08926127128689e-09,6.27640140351048e-09,5.85263624051195e-09,8.06711458370373e-09,6.89577437564153e-09,8.64236187875164e-09
2.1899727445428e-08,2.37494769247227e-08,4.93159767705589e-08,2.19751870119568e-08,4.38585663597207e-08,3.79340339331953e-08,2.85498665924704e-08,5.61190248316529e-08,1.3557422427002e-07,5.22595920684894e-08,1.03432877584498e-07,9.16588601072119e-08,4.99144418172528e-08,1.18850501908396e-07,5.56301867226951e-08,9.03056526348603e-08,1.00206218862656e-07,7.62742815198012e-08,1.05487308286123e-07,4.93043937465445e-08,2.25007581564245e-08,8.84560668970222e-08,4.32402152309435e-08,7.77646872877296e-08,4.37950962354536e-08,1.97399947594801e-08,1.71134367444583e-08,3.82995073727067e-08,2.01932345655902e-08,3.57348116678998e-08,1.78412165809069e-08,1.51467736538337e-08,1.11127359322024e-08,1.81674037861308e-08,1.63997091968045e-08,1.97824259226681e-08,1.30305563993632e-08,9.84458713221699e-09,9.1506988383998e-09,1.44348027182165e-08,1.25427179704374e-08,1.70658201300635e-08,8.77356164650101e-09,7.78369092011679e-09,7.7611327216328e-09,1.09357262842876e-08,9.20179909726732e-09,1.19326297574128e-08,1.82250591163769e-08,1.85042639980982e-08,4.35283670901479e-08,1.83628962973998e-08,3.72333398063578e-08,3.27178093306175e-08,2.19958871329059e-08,4.94513464332248e-08,1.15116737500764e-07,4.3483025866084e-08,8.92170271023566e-08,7.78078748437637e-08,4.4076901338231e-08,1.01558828031832e-07,4.67673004398035e-08,7.85538741646524e-08,8.56360121291099e-08,6.58572133001938e-08,8.93292806257569e-08,4.14636554546288e-08,1.74785382761855e-08,7.52523696430244e-08,3.54249181985335e-08,6.48023883563092e-08,3.63037566286439e-08,1.5003776512447e-08,1.45209423827338e-08,3.0956054060814e-08,1.64546981186315e-08,2.99191054512723e-08,1.3552361940319e-08,1.2764470198032e-08,9.47477696137981e-09,1.50493032951232e-08,1.40296201568882e-08,1.60612046457091e-08,1.08305031723747e-08,8.39509911585568e-09,8.17491033840096e-09,1.21225775611976e-08,1.1127884370159e-08,1.50707463751507e-08,7.22808265367893e-09,7.16253790066587e-09,6.75611507467986e-09,9.72347799498213e-09,8.86256285877929e-09,1.08033761367907e-08
4.42493368140708e-08,1.5482609671152e-07,9.10136498686741e-08,6.73976759222285e-08,2.23975815641578e-07,1.09617652359896e-07,2.01091156055184e-07,1.09441680309693e-07,5.22595920684894e-08,2.87295558187346e-07,8.72002388331078e-08,2.47446660133787e-07,9.6605833393806e-08,4.56319467815305e-08,2.84383393083692e-08,7.62006773852851e-08,4.47158522403057e-08,6.98728397129817e-08,4.02708855085126e-08,2.49232683824043e-08,2.66125619722545e-08,3.89118880431959e-08,2.67617924062924e-08,3.83703041024748e-08,2.21997953927955e-08,2.4234289722584e-08,1.76110428946823e-08,2.40384287530787e-08,2.77127436089921e-08,2.46338693617731e-08,2.24674456432616e-08,1.59785570888923e-08,1.4758843714071e-08,2.53529060144437e-08,1.81565176958321e-08,2.72361846996269e-08,1.38713407338634e-08,1.22978388162968e-08,1.13528214980154e-08,1.54981711744127e-08,1.61413295984172e-08,1.80984315093969e-08,1.11561736210256e-08,1.00002019663655e-08,1.10985388570481e-08,1.43725027893864e-08,1.30725593657436e-08,1.64590065127795e-08,3.93533151490997e-08,9.95933633109724e-08,7.74714254629984e-08,5.85818521749086e-08,1.46779522906288e-07,9.51201071227365e-08,1.3805250487245e-07,9.40713339937601e-08,4.40007009959751e-08,1.97121559165522e-07,7.17528782085814e-08,1.6230174067507e-07,8.37937369100477e-08,3.91016122745896e-08,2.39180681689492e-08,6.36362470906737e-08,3.94927673299542e-08,5.94573760912053e-08,3.38274664945557e-08,2.06091655088684e-08,2.2086337747853e-08,3.43220472175642e-08,2.36343454703084e-08,3.53809334389171e-08,1.81594337819293e-08,1.96762176704356e-08,1.41708017624368e-08,2.12157699959886e-08,2.2764073174888e-08,2.10023014924676e-08,1.78754516641263e-08,1.24821657479677e-08,1.29136477864239e-08,2.03548518595847e-08,1.52435601610775e-08,2.24833114091005e-08,1.08241724864985e-08,1.08607310423248e-08,9.46660745474728e-09,1.28485684131575e-08,1.41234815825192e-08,1.51523034657039e-08,9.57766306727688e-09,8.32228436803182e-09,9.37819851507907e-09,1.24103921322458e-08,1.12833933454627e-08,1.41140418449032e-08
