3.76566245869447e-08,9.79383600679269e-09,5.53805470879161e-09,3.24544457176396e-08,9.55545441204219e-09,3.24853584408957e-08,8.14916053232511e-09,4.6830800498938e-09,5.72383540138764e-09,7.916226569657e-09,5.24681512934898e-09,8.12390064236048e-09,3.92600304751826e-09,4.90078026599309e-09,2.40542000884448e-09,4.41394271159571e-09,4.87241963248017e-09,4.4258912145138e-09,4.21589002470846e-09,2.15066875778327e-09,1.83481307458426e-09,4.18103736867168e-09,2.51025897994339e-09,4.52354257641892e-09,1.89045381628029e-09,1.6147879774113e-09,1.70334868365992e-09,2.16897462819028e-09,1.97710468481477e-09,2.41820453436741e-09,1.38528231444352e-09,1.51300348962214e-09,1.39866004088214e-09,1.68677910839351e-09,1.83107379017385e-09,2.03801843876294e-09,1.39795649185353e-09,1.19663758635651e-09,1.13214722429685e-09,1.50705033256991e-09,1.3743331154768e-09,1.58112550856064e-09,1.22637431379251e-08,5.29491575383113e-09,2.22859245424775e-09,1.20989397265025e-08,4.93860436397585e-09,1.13919306831945e-08,4.50091608698759e-09,1.84437998035293e-09,2.29461637100325e-09,3.97956549778143e-09,2.25130226068575e-09,4.07554140428892e-09,1.54958536834023e-09,2.16406541860812e-09,1.01376050540524e-09,1.9248033069932e-09,2.05372081205406e-09,1.93940341904318e-09,2.09925037729401e-09,8.87575108113402e-10,1.15107101163111e-09,1.844459205359e-09,1.23551850370469e-09,2.26209856836383e-09,6.93670442799565e-10,9.47266810085024e-10,7.67529300490719e-10,9.51945179927495e-10,8.51559288622811e-10,8.79267011592512e-10,8.5563237034279e-10,6.86376339925024e-10,6.36494593338435e-10,7.27839924640616e-10,8.52698041477637e-10,9.69310945632866e-10,5.63943510832148e-10,4.732548296262e-10,7.00383633780259e-10,5.64889329577009e-10,7.61708356717893e-10,9.77795966409023e-10
9.79383600679269e-09,2.01874337166287e-08,9.05119852521889e-09,1.65513029803262e-08,1.67419220698926e-08,1.38487004733206e-08,1.72432445255956e-08,7.72498153860603e-09,4.59943830527983e-09,1.43592546713055e-08,7.6856621607794e-09,1.37572049334887e-08,6.57503309328816e-09,3.79353215426565e-09,3.04890140598194e-09,6.51190265215641e-09,3.70095174233273e-09,6.31140352151743e-09,3.06832668650140e-09,2.70185621851001e-09,1.62650365719498e-09,2.98985644901556e-09,2.99222916491037e-09,2.92434109287514e-09,2.43189665779486e-09,1.50654697194132e-09,1.59061065647197e-09,2.70478279868947e-09,1.84894885602834e-09,3.10788137429496e-09,1.27927610064848e-09,1.31962554872242e-09,1.21104843848049e-09,1.57826709076891e-09,1.59793468658331e-09,1.75986816352875e-09,1.16917318533737e-09,1.01925597566809e-09,9.46550827566827e-10,1.37027351220153e-09,1.11539072590975e-09,1.43956646033363e-09,2.08540461298823e-09,9.36719291384459e-09,4.67458725710873e-09,5.69007027416573e-09,8.75888313604165e-09,5.45773351040088e-09,7.88552911716856e-09,3.97849188328812e-09,1.90138588381659e-09,7.2891464836831e-09,3.77781943176824e-09,6.76188477227156e-09,3.49624136654898e-09,1.61779439617964e-09,9.86095143478611e-10,3.29593508292122e-09,1.572958139848e-09,3.39371035282905e-09,1.35476340122565e-09,7.71746190200059e-10,6.01224334106871e-10,1.22194983564556e-09,9.56731492717697e-10,1.44920013546773e-09,7.32533090254224e-10,6.05753457400316e-10,6.18766091925013e-10,9.23993537120511e-10,5.60181518997875e-10,7.25554403040728e-10,4.95492024278672e-10,5.13985274081725e-10,3.87680514457374e-10,4.64587904000403e-10,7.93093303817879e-10,7.88129390361151e-10,4.36801827829854e-10,3.31422278342148e-10,4.63103667497616e-10,6.2680115936618e-10,3.34970493521039e-10,7.46889930328489e-10
5.53805470879161e-09,9.05119852521889e-09,2.29170359612372e-08,8.91745442622189e-09,1.78745867307803e-08,1.65373237217494e-08,7.72648482953576e-09,1.90582318996123e-08,9.30675846544108e-09,1.49658428876153e-08,1.60598800542438e-08,1.25335577159893e-08,1.54715026119483e-08,7.22016202449858e-09,3.49212572717795e-09,1.30129751498335e-08,6.56576619905437e-09,1.19592445462331e-08,5.86947916433609e-09,2.96710286749e-09,2.93836307853064e-09,5.30617911386384e-09,3.02756197911292e-09,5.08944984697737e-09,2.4561343410158e-09,2.6049405520656e-09,1.78793103972621e-09,2.52512759440663e-09,2.98229540304283e-09,2.75536831733631e-09,2.23685997911417e-09,1.51131828920747e-09,1.35840243180203e-09,2.54881488037586e-09,1.77676469928772e-09,2.88422386085475e-09,1.34260307544112e-09,1.18010177118793e-09,9.79582294471592e-10,1.53748874911184e-09,1.21919694585816e-09,1.56138389178016e-09,1.2352826687559e-09,3.9538579525498e-09,1.07368026330236e-08,3.13581083167475e-09,7.93626003742637e-09,6.39550825802611e-09,3.3653690557676e-09,8.90922242364514e-09,4.83481482349137e-09,6.5485888770174e-09,8.01251515034997e-09,5.99057424491907e-09,7.60820445639738e-09,3.93511584563899e-09,1.75549315949853e-09,6.6623518931512e-09,3.32624886620212e-09,6.29250589495732e-09,3.27191134579480e-09,1.44119094773534e-09,1.2531237852845e-09,2.70712646497218e-09,1.52526350957717e-09,3.11634086233458e-09,1.23801496594572e-09,1.16374209065308e-09,7.75807617560503e-10,1.34421183403254e-09,1.3491689045438e-09,1.31196809010111e-09,9.95733143496153e-10,6.30642946973032e-10,6.29670283997515e-10,1.16826131142066e-09,6.96939879657807e-10,1.11724239387151e-09,5.16273770617773e-10,5.67958342500062e-10,4.18469802054995e-10,5.32632785391573e-10,5.31938453927507e-10,6.41079066144663e-10
3.24544457176396e-08,1.65513029803262e-08,8.91745442622189e-09,4.37925760513874e-08,1.39663071090131e-08,4.00102433399091e-08,1.38347380318333e-08,7.51942477167567e-09,4.92568456001592e-09,1.16535605131721e-08,7.83388122643076e-09,1.15159189838568e-08,6.41974504771571e-09,4.17082432783245e-09,3.7448024454614e-09,6.64496228479165e-09,4.07064125949661e-09,6.55637112080047e-09,3.48916233240282e-09,3.38739105994003e-09,2.07070607902472e-09,3.48032648905178e-09,3.84103126577451e-09,3.59844991977389e-09,2.98593005696977e-09,1.83801369481586e-09,1.93522387693843e-09,3.40915631986061e-09,2.26036705126477e-09,3.81665409783283e-09,1.62803578868996e-09,1.69098255159434e-09,1.68875021281514e-09,1.9932254854212e-09,2.19181528376445e-09,2.48602498262689e-09,1.59329719661401e-09,1.50349295399777e-09,1.32510993409297e-09,1.88991833882973e-09,1.56329034943693e-09,1.86836204166891e-09,9.29446787052543e-09,8.13496813765702e-09,4.40638551543962e-09,1.52496854651883e-08,7.40700089917221e-09,1.39778015986173e-08,6.99955971805552e-09,3.60882768921416e-09,1.91255615704451e-09,5.89812310420511e-09,3.61121206253817e-09,5.76647390667009e-09,3.0869310132365e-09,1.79951867722943e-09,1.41095550016576e-09,3.19703329561233e-09,1.89221571008398e-09,3.22074929186716e-09,1.69733049294056e-09,1.22330194306764e-09,9.82732708525991e-10,1.67428510538902e-09,1.5052260860639e-09,1.80872265316046e-09,9.31694388969217e-10,8.63876854975451e-10,9.90704865159687e-10,1.22317072452855e-09,9.34585136132833e-10,1.177168179308e-09,8.11211832559766e-10,8.34904971587099e-10,8.0834737537727e-10,7.91903208954552e-10,9.24596119026642e-10,1.07835606857023e-09,7.50031861095336e-10,6.83818688737234e-10,6.06457103486195e-10,6.56312720304237e-10,6.74323395506814e-10,9.34357848482165e-10
9.55545441204219e-09,1.67419220698926e-08,1.78745867307803e-08,1.39663071090131e-08,2.81378516232998e-08,2.33749431084275e-08,1.43604900207072e-08,1.49652236955937e-08,8.6058122275516e-09,2.37480491201188e-08,1.25198035683571e-08,2.01764566144495e-08,1.21958106904371e-08,6.76702784063019e-09,3.50623721224141e-09,1.01773147715439e-08,6.18379880172284e-09,9.2997320630841e-09,5.51752834314801e-09,2.93488617612523e-09,3.17486648553885e-09,4.98096586630054e-09,3.03746928493433e-09,4.77259250733116e-09,2.44819985929405e-09,2.8933482881983e-09,2.10885638899136e-09,2.5789374120346e-09,3.30391110890287e-09,2.90334312958708e-09,2.49591842509769e-09,1.80577575646553e-09,1.57977356973831e-09,2.86005403733508e-09,2.17713911859635e-09,3.25573004819265e-09,1.60278588965245e-09,1.40899193359869e-09,1.20865197523133e-09,1.88910197223043e-09,1.46503735119544e-09,1.93952812885751e-09,2.25752930943201e-09,7.80520706351510e-09,9.16384240353687e-09,4.68023337367172e-09,1.32282014719802e-08,8.95867678858988e-09,6.52042248005602e-09,7.58097848205392e-09,4.71904495142825e-09,1.09840944120498e-08,6.7888518602459e-09,9.85677587315963e-09,6.60210465013146e-09,3.79441279070193e-09,1.74668981618067e-09,5.81645285976793e-09,3.19828679947949e-09,5.24303351283438e-09,3.0720964864013e-09,1.38097407309762e-09,1.16093722975414e-09,2.49807144948504e-09,1.43795745554239e-09,2.84820798523202e-09,1.21027355595899e-09,1.10448689534271e-09,7.49924122883976e-10,1.28612883281367e-09,1.13869811040396e-09,1.10258888865672e-09,9.5632640571343e-10,6.97618373903155e-10,7.3984444655036e-10,9.64903731525211e-10,1.08611575749485e-09,1.34362207390631e-09,5.81482484134988e-10,6.55806533009882e-10,5.36908339484628e-10,8.17604100273342e-10,5.4121875708775e-10,9.61027426317945e-10
3.24853584408957e-08,1.38487004733206e-08,1.65373237217494e-08,4.00102433399091e-08,2.33749431084275e-08,5.4830166099451e-08,1.15500405841291e-08,1.38068229780803e-08,8.02216124960331e-09,1.93873076105956e-08,1.18862459474552e-08,1.66799154865288e-08,1.12700274811056e-08,6.48427896396353e-09,3.89358227136597e-09,9.75947612612016e-09,6.11899155759809e-09,9.25244733948745e-09,5.33001582395819e-09,3.25893939334448e-09,3.69354582621558e-09,5.04173435746696e-09,3.43900878005996e-09,5.0053828119969e-09,2.65775840834163e-09,3.30421749529323e-09,2.41799772821254e-09,2.82405145648589e-09,3.78022566256722e-09,3.1148821789422e-09,2.89430576797105e-09,2.11830926354042e-09,2.03998097802615e-09,3.30879822881713e-09,2.72856205217662e-09,3.99900814744324e-09,1.95674805945541e-09,1.80782008962897e-09,1.48976068869064e-09,2.32186058794916e-09,1.87722666375885e-09,2.2910888441552e-09,9.16121071217321e-09,6.82482010941434e-09,8.50928653315003e-09,1.32670415797042e-08,1.163130352943e-08,1.91823457761737e-08,5.65597652600637e-09,7.05708234373905e-09,4.48841476932843e-09,9.54345022798888e-09,6.61182888115135e-09,8.85202592518858e-09,6.0544450573905e-09,3.71176748848667e-09,1.72774100376974e-09,5.68962628986404e-09,3.42161539623242e-09,5.20817509070256e-09,3.06844557729335e-09,1.40128205718883e-09,1.4324164874852e-09,2.85020339817651e-09,1.50212897503983e-09,3.10205550488231e-09,1.10807464433254e-09,1.27430142806591e-09,1.07165090169612e-09,1.16928613425955e-09,1.40664725454064e-09,9.98553143389366e-10,1.198491048068e-09,9.75587562981288e-10,1.21496778780709e-09,1.23956602284381e-09,1.27244135007149e-09,1.78163173480103e-09,8.4265877437837e-10,1.00023055277915e-09,6.70380437629146e-10,9.08283903806811e-10,8.5684239614436e-10,1.12981724633471e-09
8.14916053232511e-09,1.72432445255956e-08,7.72648482953576e-09,1.38347380318333e-08,1.43604900207072e-08,1.15500405841291e-08,2.03443537327014e-08,8.94177120725686e-09,5.28033291244954e-09,1.68661427301159e-08,8.874628413816e-09,1.61935498316079e-08,7.62132570019927e-09,4.30854476672952e-09,3.81387737296183e-09,7.53243558816934e-09,4.23913771122579e-09,7.26757023276816e-09,3.48695633629728e-09,3.36969524848794e-09,1.93917125621522e-09,3.43115890629404e-09,3.64240966361832e-09,3.41098734087197e-09,3.01780844548068e-09,1.75918869304226e-09,1.79928971526469e-09,3.25149613860708e-09,2.14248485414874e-09,3.65097910581078e-09,1.498644413082e-09,1.49792925242118e-09,1.35904799107855e-09,1.8367213726239e-09,1.76992054864774e-09,1.98414419778257e-09,1.34126518011866e-09,1.14334342128761e-09,1.01730984276491e-09,1.51763159335637e-09,1.20199364562094e-09,1.6059082009923e-09,2.10800412318146e-09,7.88573530358743e-09,3.97948780238329e-09,5.07649848377149e-09,7.29119978480789e-09,4.51590670047196e-09,9.64302843804561e-09,4.78357211316206e-09,2.44342754703994e-09,8.5679432946805e-09,4.56295831205039e-09,7.99042721731621e-09,4.07634936309743e-09,2.11584496624119e-09,1.32535137463449e-09,4.04316459276312e-09,1.85913282356864e-09,3.96789577530627e-09,1.75015855102276e-09,1.05180170952618e-09,7.97258294535778e-10,1.40557738467313e-09,1.34420777319812e-09,1.88317233554752e-09,1.07445818108659e-09,7.54055185417676e-10,7.87622634221019e-10,1.32458285100647e-09,6.85925745567152e-10,9.74312535861673e-10,6.29725802352118e-10,6.7345234428378e-10,3.98683884488635e-10,6.01621328086784e-10,9.20298239730695e-10,9.80473467120902e-10,5.74487821410157e-10,3.3732534944324e-10,5.35908825576791e-10,7.35458495074581e-10,4.02740202343166e-10,8.37080690678143e-10
4.6830800498938e-09,7.72498153860603e-09,1.90582318996123e-08,7.51942477167567e-09,1.49652236955937e-08,1.38068229780803e-08,8.94177120725686e-09,2.20028885832408e-08,1.04658596085964e-08,1.7113873725761e-08,1.83501409507181e-08,1.42034740990294e-08,1.8077700608461e-08,8.21668817467057e-09,4.06123098963809e-09,1.50475999159945e-08,7.47337975366512e-09,1.3792834223973e-08,6.6309231955304e-09,3.41510732157071e-09,3.33856319947811e-09,5.97635501685729e-09,3.48260416481552e-09,5.78499783765961e-09,2.81023511601294e-09,2.92339390717761e-09,1.94598901564227e-09,2.82571244023702e-09,3.30181690402708e-09,3.05704869929193e-09,2.5280507603733e-09,1.65453153909813e-09,1.51125021866858e-09,2.84140788211302e-09,1.94392643885457e-09,3.1697593432313e-09,1.48173875656304e-09,1.31058604448671e-09,1.04354739058184e-09,1.67977961219218e-09,1.30724583282133e-09,1.71826854363855e-09,9.66458335642609e-10,3.36458983054419e-09,8.90902830810145e-09,2.7596147369103e-09,6.54924515678978e-09,5.21088491235927e-09,3.73462677113321e-09,1.07558854093356e-08,5.69966246430263e-09,7.70933737814664e-09,9.38820339381513e-09,6.96914669159159e-09,9.16817365704631e-09,4.70363284101086e-09,2.05120975234599e-09,7.91375780246157e-09,3.82873358401656e-09,7.28658448988387e-09,3.90254824417088e-09,1.75227845271678e-09,1.50026298265133e-09,3.0726036960615e-09,1.82092483695393e-09,3.62242221680166e-09,1.50152456585618e-09,1.3324140582885e-09,8.94481345743199e-10,1.56226493054156e-09,1.4691051433148e-09,1.40615784936664e-09,1.17384345593054e-09,7.60126254013474e-10,6.12958401401984e-10,1.31611878834049e-09,8.33087918510871e-10,1.30230434742443e-09,6.26894281704221e-10,5.34408867530899e-10,5.3601964131275e-10,6.38668622449366e-10,5.99018987497321e-10,7.22903009519511e-10
5.72383540138764e-09,4.59943830527983e-09,9.30675846544108e-09,4.92568456001592e-09,8.6058122275516e-09,8.02216124960331e-09,5.28033291244954e-09,1.04658596085964e-08,2.91295215706164e-08,9.58943987810013e-09,2.19765531344451e-08,2.01344633368093e-08,8.21835329491877e-09,2.35286583177367e-08,9.37816885534012e-09,1.77063208306997e-08,1.73195595855431e-08,1.28589950733478e-08,1.95401119871508e-08,7.6340838998615e-09,4.38794325599867e-09,1.39745786928977e-08,7.18815319231276e-09,1.32717492507784e-08,5.9518429347796e-09,3.49629513636799e-09,4.78057676842653e-09,5.58763633514977e-09,3.564353467044e-09,5.42125540513139e-09,2.97837536016037e-09,4.16514214149696e-09,2.0654364187596e-09,2.98028751765477e-09,4.35230315653057e-09,3.36413184037167e-09,3.6471460190523e-09,1.82517146253492e-09,1.29489900537115e-09,3.78519207216283e-09,1.83612932998652e-09,4.04128161770378e-09,1.83536713393659e-09,1.65962830369322e-09,3.70566941767746e-09,1.81007527197823e-09,3.22230225726642e-09,2.7065945955217e-09,2.00811098053751e-09,4.47238176043208e-09,1.328783532616e-08,3.80234467815771e-09,1.02936020936646e-08,8.88276133759326e-09,3.81719035746671e-09,1.09066657498262e-08,4.98778821550976e-09,8.38391971460394e-09,8.63909536176592e-09,6.56676966110465e-09,9.06380476167191e-09,4.29591660163369e-09,2.14599323475291e-09,6.82502676357889e-09,4.0451834086785e-09,7.17953140936867e-09,3.39111922750927e-09,1.75168745011113e-09,1.76135828851394e-09,3.17557672343101e-09,1.62337250370753e-09,2.90698096972643e-09,1.48261882339757e-09,1.47202973415455e-09,7.61551680017659e-10,1.35756216992262e-09,1.46620773371311e-09,1.77060805987532e-09,1.20911127056839e-09,6.77460040224012e-10,8.44966794577734e-10,1.32887620836901e-09,9.45431748399884e-10,1.81738478626123e-09
7.916226569657e-09,1.43592546713055e-08,1.49658428876153e-08,1.16535605131721e-08,2.37480491201188e-08,1.93873076105956e-08,1.68661427301159e-08,1.7113873725761e-08,9.58943987810013e-09,2.75990362136016e-08,1.4244010733499e-08,2.34615270463081e-08,1.40638322634015e-08,7.56936995263129e-09,4.11221403979318e-09,1.16772363441793e-08,7.00355629700778e-09,1.07242646564872e-08,6.1280440746388e-09,3.40687417444541e-09,3.64974611622647e-09,5.61740238771918e-09,3.50855557812128e-09,5.43938745467535e-09,2.82835390656438e-09,3.26736927512073e-09,2.32055557725172e-09,2.91632789455786e-09,3.71057535457314e-09,3.2587869910802e-09,2.81468143386782e-09,1.98649596551812e-09,1.7763442942901e-09,3.20107773139522e-09,2.34416624007924e-09,3.58781246429784e-09,1.77805835459527e-09,1.57181630391145e-09,1.28378237711889e-09,2.02258324816049e-09,1.58261618940496e-09,2.0723259357969e-09,2.00702624687217e-09,6.51986706765263e-09,7.58122917513625e-09,3.9658448513633e-09,1.09854794549961e-08,7.35902737888007e-09,7.6914025058424e-09,8.9105034842323e-09,5.49147878364438e-09,1.26474350381038e-08,7.92450611869359e-09,1.16109734873493e-08,7.70551960398982e-09,4.46031495848682e-09,2.12941364303835e-09,6.87646087029242e-09,3.7081792179269e-09,6.12063193936518e-09,3.58088640860235e-09,1.76010983433958e-09,1.39498524694451e-09,2.84041160975386e-09,1.81136954644428e-09,3.36307713372473e-09,1.52551051979429e-09,1.28777766296229e-09,8.54808225337475e-10,1.58413775809438e-09,1.24478035133409e-09,1.20572680327283e-09,1.11004226984166e-09,7.98857616680041e-10,7.0568428872164e-10,1.06045350808875e-09,1.17717875495885e-09,1.45682276395462e-09,6.66956460477598e-10,5.98281175300569e-10,6.55921244666872e-10,8.93817863358696e-10,6.57646722043362e-10,1.05196909830162e-09
