1039099,1039099,1039099,1039099,1039099,1039099
1061115,1061115,1061115,1061115,1061115,1061115
1086239,1086239,1086239,1086239,1086239,1086239
1122917,1122917,1122917,1122917,1122917,1122917
1159846,1159846,1159846,1159846,1159846,1159846
1181505,1181505,1181505,1181505,1181505,1181505
1198971,1198971,1198971,1198971,1198971,1198971
1198057,1198057,1198057,1198057,1198057,1198057
