.90436401,184131.79,58640.352
.84051001,115251.81,49103.131
.76765735,110045.75,46781.348
.66293461,104735.78,40944.266
.52269163,94566.666,31019.291
.38677374,80342.202,22460.948
.24435249,58714.323,15128.515
.36825654,106612.58,51558.586
.59503069,246289.18,180671.72
.70571566,828382.18,559371.75
